,epochs,gamma,lr,f1-0,f1-1,acc
0,10.0,0.0,0.001,0.7350579839429081,0.7624000000000001,0.7494727962884858
1,25.0,0.0,0.001,0.728789323164919,0.7847957639939486,0.7600168705187684
2,30.0,0.0,0.001,0.7449908925318761,0.7800471327572663,0.7638127372416702
