,epochs,gamma,lr,f1-0,f1-1,acc
0,10.0,0.0,0.001,0.9052321916368986,0.4383561643835616,0.8378281193815175
1,25.0,0.0,0.001,0.884323358642251,0.522140221402214,0.8137360661632507
2,35.0,0.0,0.001,0.894759825327511,0.5091649694501018,0.8266810499820209
