,epochs,gamma,lr,f1-0,f1-1,acc
0,20.0,2.0,0.0001,0.7523253298723772,0.7644517588973462,0.7585407001265289
1,20.0,5.0,0.0001,0.7543528424585694,0.7517489930040281,0.7530577815267819
2,25.0,2.0,0.0001,0.7282481922090038,0.7758322108908986,0.7543230704344158
3,25.0,5.0,0.0001,0.6887755102040816,0.7807332854061827,0.742724588781105
4,30.0,2.0,0.0001,0.7585763293310464,0.7662930676629307,0.7624973634254377
5,30.0,5.0,0.0001,0.7261025029797378,0.7827566647759501,0.7576971741881063
